image,lon,lat,bird,ground animal,curb,fence,guard rail,barrier,wall,bike lane,crosswalk-plain,curb cut,parking,pedestrian area,rail track,road,service lane,sidewalk,bridge,building,tunnel,person,bicyclist,motorcyclist,other rider,lane marking - crosswalk,lane marking - general,mountain,sand,sky,snow,terrain,vegetation,water,banner,bench,bike rack,billboard,catch basin,CCTV camera,fire hydrant,junction box,mailbox,manhole,phone booth,phthole,street light,pole,traffic sign frame,utility pole,traffic light,traffic sign(back),traffic sign(front),trash can,bicycle,boat,bus,car,caravan,motorcycle,on rails,other vehicle,trailer,truck,wheeled slow,car mount,ego vehicle,unlabeled
121.4466322_31.17196677.jpg,121.4466322,31.17196677,0,0,0.007828236,0.010951042,0,0,0.006352901,0,0,0.000736713,0.000394344,0,0,0.051477909,0,0.033828259,0.000380516,0.161813259,0,0.002811432,1.43E-06,2.05E-05,0,0,0.004870415,0,0,0.313542366,0,0.018258095,0.056250572,2.86E-06,0,0.000311852,0,0.000261784,8.68E-05,0,7.20E-05,4.10E-05,0,0.002328873,0,0,0.000109673,0.001563072,0,0.00824213,1.29E-05,0.00028944,0,0,0.000571251,0,0.000160694,0.032516479,0,0.001597881,0,0,0,2.86E-06,0,0,0.282310486,FALSE
121.434638_31.13758771.jpg,121.434638,31.13758771,0,0,0.00336647,0.007851601,0,0,0.009283543,0,0,0,0,0,0,0.112566471,0,0.039979935,0,0.156975269,0,9.30E-05,0,1.19E-05,0,0,0.000299454,0,0,0.254064083,0,0.002767086,0.14365387,0,0,0,9.11E-05,0.000173569,0.000179768,0,0,0.000551701,0,9.49E-05,0,0,3.05E-05,0.000546455,0,3.96E-05,0,8.11E-05,0.002430439,0.000833988,0.015742302,0,0.000182629,0.01315546,0,0.007741451,0,0.000760555,0,2.38E-05,0,0,0.226428032,FALSE
121.4223547_31.17998211.jpg,121.4223547,31.17998211,0,0,0.00865078,0.006863594,0,0,0.040902615,0,0,0.000190735,0,0,0,0.094863415,0,0.046934128,0,0.066849232,0,0.000151157,0,0.000105381,0,0,0.000782967,0,0,0.300516605,0,0.000697613,0.125068665,0,0,0,0,0.001754284,8.01E-05,0,0,6.68E-06,0,0.000149727,0,0,0.00012064,0.00038147,0,0.005715847,9.63E-05,0,0.000713348,1.48E-05,1.67E-05,0.002937317,0,0.046677113,0,0.000166893,0,0.000105858,0,0.000137329,0,0,0.248348713,FALSE
121.4196478_31.18023927.jpg,121.4196478,31.18023927,0,0,0.000980377,0.018014431,0,1.62E-05,0.003548145,0,0,0,2.38E-06,0,0,0.13353014,0,0.000533104,1.29E-05,0.102012157,0,0.001458168,9.54E-07,0,0,0,0.007802486,0,0,0.323090076,0,0,0.073990822,0,8.39E-05,0,0.000144958,0.006225586,0,4.82E-05,0,0.000237465,0,0.000930786,0,0,0.000204563,0.002621651,2.38E-06,0.001293659,3.81E-06,1.14E-05,0.000270367,0,0.000390053,0,0.000446796,0.028917313,0,0.000630379,0,0,0,0,0,0,0.292544365,FALSE
121.4447952_31.15781355.jpg,121.4447952,31.15781355,0,0,0.004324913,0.029717445,0.000118256,0,0.045456409,0,0,0,0,0,0,0.073837757,0,0.000244617,0,0.090228081,0,0.000366688,0,8.25E-05,0,5.72E-06,5.39E-05,0,0.004524231,0.179954052,0,0.000226974,0.30693531,0.000401974,9.54E-07,0,0,0.001919746,0.000217438,0,0,0,0,3.81E-06,0,0.000144482,8.58E-06,0.000273705,0,3.34E-06,0,0,6.77E-05,0,0.000385284,0,4.77E-07,0.070735455,0,8.73E-05,0,0,0,0,0,0,0.189672947,FALSE
121.4462280481985_31.218073124096463.jpg,121.446228,31.21807312,0,0,0,0,0,0,1.14E-05,0,0,0,0,0,0,0.022717953,0,0.004569054,0,0.452280998,0,0.002358437,0,0,0,0,0,0,0,0.19784832,0,0,0.003998756,0,0,0,0,0,0.001058578,0,0,0.000808239,0,3.34E-06,0,0,4.86E-05,0.00160265,0,0.000294685,0,0,0,0,0,0,0,0.140478611,0,0,0,0,0,0,0,0,0.1719203,FALSE
121.3938832_31.17673959.jpg,121.3938832,31.17673959,0,0,0.016218662,0.008509159,0,0,0.058148861,0,0,0,0,0,0,0.088920116,0,0.041183472,1.43E-06,0.008109093,0,5.72E-06,7.53E-05,0,0,0.000136852,0.000392437,0,0,0.286524773,0,0.003215313,0.180571079,0,0,0,0,0.000164986,4.77E-05,0,0,0,0,0.000345707,0,0,0.000126362,0.001228809,0,0.000974178,1.76E-05,0,0.001609325,0,9.16E-05,0,0.001437664,0.047921658,0,0,4.77E-07,0,0,5.72E-06,0,0,0.254015923,FALSE
121.4397108_31.15705273.jpg,121.4397108,31.15705273,0,0,0.005354881,0.012755871,0,0.000461578,5.05E-05,0,0,0.000144958,1.43E-06,0,0,0.136524677,0,0.009763718,0,0.074728489,0,0.000787258,7.63E-06,0,0,4.20E-05,0.006938457,0,0,0.176911354,0,0.001143932,0.263195038,0,0,0,0,0.00526619,0.000280857,0,0,2.86E-05,0,0.000454426,0,0,0,0.000972748,0,0.001412392,0,0,5.58E-05,0.000264168,5.15E-05,0,0.000293255,0.001043797,0,0.00731945,0,0,0,0.000142574,0,0,0.293602467,FALSE
121.4144222_31.14331029.jpg,121.4144222,31.14331029,0,0,0.009848595,0.015749931,0,0,0.104979992,0,0,0,0,0,0,0.067985535,0,0.031026363,0,0.033089638,0,1.62E-05,0,0,0,0,0,0,0,0.27306366,0,0.006949425,0.197957516,0.01197958,0.000248909,0,0,1.38E-05,0,0,0,0,0,0,0,0,0.000110626,2.96E-05,0,0.001731873,0,0,1.43E-06,0,0,4.29E-06,0,0.077225208,0,0,0,0,0,0,0,0,0.167987823,FALSE
121.433337_31.13974918.jpg,121.433337,31.13974918,0,0,9.54E-07,0.036605835,0,0.038771152,0,0,0,0,0,0,0,0.181326389,0,0,0.000248909,0.005971909,0,0,0,0,0,0,0.005455971,0,0,0.452091217,0,0,0.024458408,0,0,0,0,1.91E-06,0.00014019,3.00E-05,0,0,0,0,0,0,0.000319958,0.001910686,0.001299858,0,0,0,0.003064632,0,0,0,0,0.004445076,0,0,0,0,0,3.53E-05,0,0,0.243821621,FALSE
