lon,lat,landuse_type,osm_id
121.39474990857565,31.22708378633055,water,way_0
121.46420627655387,31.204603905503255,track,way_1
121.4599678264999,31.1969706525535,track,way_2
121.43654497934722,31.193470115305423,track,way_3
121.47220349117715,31.20442594676356,track,way_4
121.41618875836349,31.14442285854182,track,way_5
121.3700438048432,31.177475663179823,retail,way_6
121.36948726829303,31.225840758828394,water,way_7
121.39954858602083,31.230640602100394,sports_centre,way_8
121.4012274198923,31.22904983688422,water,way_9
121.40548633890262,31.22842847119269,track,way_10
121.3998591013863,31.23047538201843,track,way_11
121.39940216993135,31.22521545307333,pitch,way_12
121.40737073525437,31.221143280867,sports_centre,way_13
121.46466534085916,31.218022531565524,water,way_14
121.3749022901791,31.20288032970996,wood,way_15
121.37570852200164,31.20310219892251,water,way_16
121.45806772694868,31.125684030331545,water,way_17
121.38567494035317,31.208825225121874,water,way_18
121.46484530254038,31.219357813758563,grass,way_19
121.47059379215182,31.22748753781434,forest,way_20
121.47300733270936,31.221481977340023,park,way_21
121.46876372127451,31.194536914399254,office,way_22
121.45552983262189,31.189214384498346,construction,way_23
121.45675061849938,31.187059030778038,construction,way_24
121.4556398261614,31.220300400150908,wood,way_25
121.45085901699088,31.212187371006863,track,way_26
121.45556372803875,31.213220821309275,track,way_27
121.46358344186054,31.225884649162065,park,way_28
121.45933679144358,31.2075590297596,track,way_29
121.34475438736327,31.13054503777587,water,way_30
121.37519037678993,31.165443628693474,residential,way_31
121.4247022524998,31.120232137524365,water,way_32
121.43748261955663,31.183290080907913,pitch,way_33
121.38457149302977,31.165013653799317,commercial,way_34
121.44551321162159,31.19154702398591,track,way_35
121.42833268860292,31.144063108379854,track,way_36
121.42984876926202,31.14010831008977,track,way_37
121.4718495436816,31.181732797069827,park,way_38
121.47156947587557,31.18196299953633,water,way_39
121.40148284190958,31.165426974932817,forest,way_40
121.41615925504334,31.222782196762886,water,way_41
121.38187810708273,31.135556695617545,residential,way_42
121.41360256947841,31.129743726720974,residential,way_43
121.40654341812812,31.13078175348743,residential,way_44
121.40580695762127,31.136698882588206,residential,way_45
121.43022263285313,31.14910246532086,track,way_46
121.43117289157372,31.149912747742675,residential,way_47
121.42771775332312,31.164985482515913,residential,way_48
121.43968297170372,31.143807983699137,residential,way_49
121.42548985528786,31.228027052727313,residential,way_50
121.41797103807502,31.193213591435775,residential,way_51
121.37761665455476,31.213687688039535,residential,way_52
121.45429592284687,31.196376968768487,residential,way_53
121.47107776897013,31.206585734517187,residential,way_54
121.47260991908438,31.206281899600118,residential,way_55
121.38948086974384,31.223262498588433,commercial,way_56
121.39431151164857,31.150399598741185,track,way_57
121.38787249777846,31.15585260482153,track,way_58
121.42706944626644,31.228279001333917,track,way_59
121.43994587525695,31.24112313732724,water,way_60
121.46841064145141,31.224040666772265,commercial,way_61
121.44890023459415,31.22974827673671,commercial,way_62
121.43786436216678,31.199264897525637,park,way_63
121.44068839407917,31.22539573373896,religious,way_64
121.43736992844916,31.183338593444514,stadium,way_65
121.43604876885074,31.18098538128338,sports_centre,way_66
121.40022428299453,31.20213687311815,park,way_67
121.42001320039476,31.17705331337196,park,way_68
121.42133412047276,31.176829484335467,park,way_69
121.47119857667079,31.163729244947973,water,way_70
121.46449415146458,31.218958742435284,park,way_71
121.47045211036793,31.22186659853098,retail,way_72
121.39486969883369,31.226942582536154,park,way_73
121.41436385536959,31.223602770520802,park,way_74
121.38869676066706,31.221246721371074,park,way_75
121.43973811517513,31.14951728178406,garden,way_76
121.44468678177213,31.177529440082417,park,way_77
121.40801064752377,31.209419260594107,recreation_ground,way_78
121.43370608253814,31.1833136564617,stadium,way_79
121.46691178454682,31.225158605640118,construction,way_80
121.45381807714394,31.15307298383098,park,way_81
121.4795678110772,31.199960763883084,residential,way_82
121.47931095790103,31.198257404592404,park,way_83
121.45809427729904,31.146138097568887,water,way_84
121.4712184473783,31.22622398280687,commercial,way_85
121.39309507306302,31.169530434859936,commercial,way_86
121.38712461744656,31.18663990493624,golf_course,way_87
121.4321433645754,31.157567290886345,railway,way_88
121.46181254074958,31.117275767527005,water,way_89
121.47802797214865,31.18877565844606,water,way_90
121.46642968152652,31.229911012087555,forest,way_91
121.44974780017417,31.187165183825623,park,way_92
121.4742881325938,31.209300270855298,park,way_93
121.45568321795972,31.2204153445732,park,way_94
121.45215912333775,31.218867828255856,park,way_95
121.40997400926761,31.21578497051993,stadium,way_96
121.4220450487701,31.197815057223252,park,way_97
121.38412231409802,31.119545201387815,forest,way_98
121.38793432437208,31.123330132093137,forest,way_99
121.38267370325894,31.119681033701287,forest,way_100
121.38613204597978,31.121275057153664,forest,way_101
121.37782150561146,31.13087900453475,forest,way_102
121.37460281837498,31.137677616545165,forest,way_103
121.37351367165469,31.137350170463506,forest,way_104
121.37404029717497,31.137517173398862,forest,way_105
121.37577674940088,31.134318123669782,forest,way_106
121.37893894960243,31.12875392357523,forest,way_107
121.39051284794404,31.125862395195934,forest,way_108
121.38071094161815,31.124852466558206,forest,way_109
121.39304238458989,31.128340614558077,forest,way_110
121.38036856547839,31.11946898782052,forest,way_111
121.38153884653713,31.123274361431804,forest,way_112
121.38343292967694,31.12305807016791,forest,way_113
121.41328567555864,31.185839787488984,railway,way_114
121.41255293286676,31.162271001364044,pitch,way_115
121.36613873296942,31.14524597061069,park,way_116
121.40425465287254,31.23004543027133,meadow,way_117
121.40046586114705,31.228690780212794,grass,way_118
121.41466123985869,31.223002877143553,meadow,way_119
121.41643107368662,31.22471731912474,pitch,way_120
121.41599587070047,31.223715399223824,meadow,way_121
121.39321774999998,31.1700325,commercial,way_122
121.4702393058772,31.226978361976755,water,way_123
121.45553600659412,31.221018934879268,water,way_124
121.4343312722468,31.14871415603205,water,way_125
121.43665928780527,31.1469396129875,water,way_126
121.43936964089656,31.14729611113911,water,way_127
121.44677071931918,31.149359712978473,water,way_128
121.44977372287,31.150047088856542,water,way_129
121.43092792246004,31.193954253739644,pitch,way_130
121.46915377403033,31.229824580364163,forest,way_131
121.39194605540655,31.186505971927865,golf_course,way_132
121.39578145139441,31.170944572423217,park,way_133
121.39764597440998,31.16673769227697,park,way_134
121.4417683643199,31.150157112461297,water,way_135
121.44214856442929,31.148747873549517,water,way_136
121.4433175962066,31.14889176752343,water,way_137
121.44189766952154,31.149926467468145,water,way_138
121.43141605669612,31.17395967985247,park,way_139
121.45673410654315,31.142042708514133,water,way_140
121.43767868553739,31.198660541143234,water,way_141
121.43753738941516,31.202444491787237,park,way_142
121.37860561656946,31.19773086798315,park,way_143
121.39203389280841,31.20202197936158,park,way_144
121.41338210816669,31.1845228116483,park,way_145
121.3892167096718,31.192414936950097,residential,way_146
121.38525955981437,31.18998359890165,residential,way_147
121.38410882228548,31.186625367432782,residential,way_148
121.38104142472903,31.184445038664336,residential,way_149
121.38559400325418,31.18294782545483,residential,way_150
121.38563711343302,31.195538168100917,residential,way_151
121.43011470427962,31.200942953459705,park,way_152
121.42793720630688,31.200077641675477,track,way_153
121.42897661425013,31.200782982495145,sports_hall,way_154
121.42960559426416,31.200280028638783,grass,way_155
121.43026398625521,31.200330955015545,grass,way_156
121.47331482287834,31.228881694492202,park,way_157
121.47109308679585,31.22971320484543,grass,way_158
121.4715298497109,31.22999873199438,grass,way_159
121.46906827126361,31.22991403809778,grass,way_160
121.47022333276311,31.230465188437716,grass,way_161
121.46969853910748,31.229405577722765,commercial,way_162
121.47052403854227,31.229678436388877,grass,way_163
121.44784652960344,31.197463206094163,residential,way_164
121.40085264532635,31.14337017375706,park,way_165
121.3947807711919,31.13834037210217,park,way_166
121.39537376833766,31.13844680526115,park,way_167
121.37560305068712,31.176523284022544,retail,way_168
121.3865256961752,31.189343494852146,golf_course,way_169
121.37015358248075,31.196550794570594,residential,way_170
121.37078644513072,31.194896621272566,residential,way_171
121.4132970296121,31.167261720955004,park,way_172
121.45507916518338,31.156222616808236,residential,way_173
121.42633762216182,31.137091562401803,residential,way_174
121.44218172339289,31.223868061479816,park,way_175
121.37518534253036,31.131839372043984,park,way_176
121.37426104968459,31.133410390457513,water,way_177
121.37568317149852,31.13140543159567,water,way_178
121.39544234049217,31.141910982453975,pitch,way_179
121.41756727317791,31.165833069060845,park,way_180
121.4259480535018,31.175111221875486,park,way_181
121.42992805507106,31.191547569487565,park,way_182
121.37775375626636,31.129565255548236,water,way_183
121.38121274717781,31.189451704395854,residential,way_184
121.37794407531474,31.187585801752558,residential,way_185
121.38225516147888,31.192058392289173,residential,way_186
121.37032033841173,31.18341743038912,retail,way_187
121.3702341643992,31.185291001280405,residential,way_188
121.46033489061455,31.200437759149548,commercial,way_189
121.42399666816708,31.16227295909883,pitch,way_190
121.4110516338093,31.203084025349487,residential,way_191
121.46035274836633,31.202435296399226,residential,way_192
121.46005454377394,31.201343918706954,meadow,way_193
121.45272726745787,31.197265855700163,playground,way_194
121.45265847813862,31.197264001158945,meadow,way_195
121.39954051621528,31.139912380061702,residential,way_196
121.47992252070034,31.21512889460525,grass,way_197
121.4794555188239,31.21471050316092,grass,way_198
121.47939408253772,31.215222994209466,pitch,way_199
121.47937507768715,31.21563683416157,grass,way_200
121.42064676070048,31.20752488947399,garden,way_201
121.472610026355,31.221803405620914,water,way_202
121.45931195,31.2075653,pitch,way_203
121.45863609482915,31.20793927249688,pitch,way_204
121.4586796,31.207643249999997,pitch,way_205
121.45938520096722,31.206317549251562,sports_hall,way_206
121.41125277173475,31.2123667523068,water,way_207
121.46516331275161,31.20938804286708,grass,way_208
121.4658501996551,31.21045930375838,grass,way_209
121.46557028206924,31.209127886911528,grass,way_210
121.46518563141953,31.208523556520603,grass,way_211
121.46508421991659,31.208341831834872,grass,way_212
121.46541009346264,31.20844044491205,grass,way_213
121.46530062932521,31.208268391250073,grass,way_214
121.46155233388343,31.206942424235077,construction,way_215
121.4630897097511,31.21343631323276,grass,way_216
121.4799881006994,31.22252211039221,grass,way_217
121.47963814958378,31.223297510115056,grass,way_218
121.47928816926694,31.22431688620535,grass,way_219
121.47896321618279,31.225304901348686,grass,way_220
121.47877436074184,31.225994607273723,grass,way_221
121.46050484311442,31.21411868493362,grass,way_222
121.46056422924059,31.214092836427888,forest,way_223
121.43025499197954,31.212190237154953,grass,way_224
121.4299145079242,31.211421462964505,grass,way_225
121.43002712457172,31.211764163459677,grass,way_226
121.45523063448827,31.204468300868744,grass,way_227
121.46252769898771,31.206773025290293,grass,way_228
121.45818032741364,31.204215295373263,grass,way_229
121.45292182689174,31.203803098034786,grass,way_230
121.45030155791596,31.20298279999603,grass,way_231
121.46004095932066,31.20565772125324,grass,way_232
121.45839877666582,31.203340870916577,grass,way_233
121.45165441331096,31.203412384640455,grass,way_234
121.45705640025818,31.20489366107992,grass,way_235
121.43009595263797,31.21111116895344,grass,way_236
121.43055132256345,31.210782174229553,grass,way_237
121.42964524372677,31.21081529645243,grass,way_238
121.43063239063522,31.210387618983006,forest,way_239
121.42904951068371,31.21123047124708,grass,way_240
121.42902600201569,31.211158161085358,forest,way_241
121.42978927165876,31.210336570074496,grass,way_242
121.4640907968953,31.21024107378454,retail,way_243
121.46422194521094,31.20464132011948,pitch,way_244
121.46398926058723,31.20504052703001,pitch,way_245
121.4644365839051,31.204235265129416,pitch,way_246
121.46398926058723,31.20504052703001,pitch,way_247
121.4644365839051,31.204235265129416,pitch,way_248
121.46380542992699,31.203991896245064,pitch,way_249
121.46012100000002,31.206447099999995,pitch,way_250
121.4602297582343,31.206162129939727,pitch,way_251
121.43002934999998,31.194011399999997,commercial,way_252
121.4444627078199,31.200877921967965,grass,way_253
121.44178327924735,31.199721338955886,grass,way_254
121.44730563716831,31.20193258167432,grass,way_255
121.43848856273596,31.198052939090623,grass,way_256
121.44559384715917,31.200746487654204,grass,way_257
121.43542137659168,31.196174316270294,grass,way_258
121.43641350495173,31.196746791266367,grass,way_259
121.38710801990791,31.182789319889455,commercial,way_260
121.38342405609853,31.18245063461526,residential,way_261
121.44423395,31.197863050000002,sports_centre,way_262
121.4443103,31.197539649999996,meadow,way_263
121.44658628565317,31.199276517362915,meadow,way_264
121.44679188599575,31.197193352142772,stadium,way_265
121.43758127672953,31.2180550048902,park,way_266
121.45545133248872,31.19879864119741,park,way_267
121.4377562978484,31.12081984346308,pitch,way_268
121.43932649170132,31.120093280496576,sports_hall,way_269
121.43820342828587,31.11976100846851,sports_hall,way_270
121.43717861004606,31.1206931764539,sports_centre,way_271
121.4390850323676,31.120589149325973,pitch,way_272
121.43836241856596,31.122738165130087,grassland,way_273
121.43789705031159,31.122603957491577,grassland,way_274
121.43743030000002,31.121900349999997,pitch,way_275
121.43918054185663,31.122003656479155,grassland,way_276
121.45233503171978,31.196151738143556,pitch,way_277
121.45331108131052,31.19603358579847,stadium,way_278
121.44559264980023,31.19605204382952,residential,way_279
121.37734419509925,31.231801496469,residential,way_280
121.39399520508302,31.221797230053394,park,way_281
121.39414196856207,31.22206945442289,water,way_282
121.37723595863943,31.222346845634533,park,way_283
121.37577996166976,31.22215285537863,water,way_284
121.38070574041598,31.22191206822955,park,way_285
121.44823397236854,31.12353311953994,park,way_286
121.4464720945669,31.123246715981857,water,way_287
121.42718372680797,31.197621497441187,park,way_288
121.42762973927363,31.211604352221954,military,way_289
121.46696405832947,31.168949274875388,park,way_290
121.45318399529226,31.202432671022866,park,way_291
121.44965258959557,31.198960557652164,park,way_292
121.44036729999996,31.193523650000003,park,way_293
121.439614504958,31.19325683443572,park,way_294
121.46752666838135,31.195949613608487,residential,way_295
121.39336206510691,31.12257936263354,residential,way_296
121.4576497393231,31.203308949896826,residential,way_297
121.45930363885552,31.20163435412237,park,way_298
121.45841885124358,31.198932354691554,park,way_299
121.46049122012172,31.197222876105112,garden,way_300
121.45687414847337,31.19681290444028,residential,way_301
121.45526991279526,31.19600250805689,residential,way_302
121.45504153746691,31.19340999721723,residential,way_303
121.45610927950327,31.19330279197289,park,way_304
121.46043632137122,31.192532412131293,pitch,way_305
121.42701945730175,31.201658255673397,grass,way_306
121.42727611105194,31.20158495589141,grass,way_307
121.42687719999999,31.2014127,grass,way_308
121.42634203003871,31.199635132097264,grass,way_309
121.43167270599037,31.20089692959283,grass,way_310
121.43115172773095,31.200974459040214,grass,way_311
121.4308364404221,31.200335585061996,grass,way_312
121.43126542403121,31.200394820629178,grass,way_313
121.43069964999998,31.2017978,grass,way_314
121.43033869999998,31.2017975,grass,way_315
121.43150316487767,31.20205357632911,forest,way_316
121.42915408304778,31.20295323386909,grass,way_317
121.42596426184188,31.20116192108048,forest,way_318
121.42627962410909,31.20082878132572,grass,way_319
121.42583439325024,31.20080677047971,pitch,way_320
121.42862420432523,31.20078837605827,pitch,way_321
121.45598455,31.194299799999996,pitch,way_322
121.44590109469227,31.19615830192914,water,way_323
121.43654282911777,31.19347015632152,pitch,way_324
121.43826611884116,31.19151766645898,residential,way_325
121.43638703039957,31.190628083193097,park,way_326
121.47879836152116,31.21597032408186,grass,way_327
121.45782983236948,31.19135366329695,park,way_328
121.46167792515556,31.166294952196864,water,way_329
121.4684760278456,31.203016567336952,pitch,way_330
121.4706741578519,31.201268365128875,park,way_331
121.46710794783834,31.192756149495874,water,way_332
121.4709262741781,31.1945357809922,park,way_333
121.47084578454889,31.194830976704967,water,way_334
121.4540768563026,31.179530611290474,water,way_335
121.45256580935754,31.179050533888933,water,way_336
121.4577578734426,31.179025391273647,grass,way_337
121.45764641745656,31.17828364024186,grass,way_338
121.45789494380554,31.178605294488957,grass,way_339
121.45749381078623,31.17865648628607,grass,way_340
121.46144847202203,31.200020715458074,grass,way_341
121.46192995096796,31.200122022565314,grass,way_342
121.46250227501729,31.201898630049516,park,way_343
121.46927261628491,31.203765615600414,pitch,way_344
121.4691727808595,31.203975594008472,pitch,way_345
121.47222687838396,31.20442921883696,pitch,way_346
121.47241171185,31.20305249621216,residential,way_347
121.47331513313198,31.203578374764405,residential,way_348
121.45101010250475,31.195932831608943,pitch,way_349
121.4507581,31.195862950000002,pitch,way_350
121.42010704999998,31.14551895,grassland,way_351
121.42016491341856,31.147408521428023,pitch,way_352
121.42063771228166,31.147535426120307,pitch,way_353
121.41618201176466,31.144420732544138,pitch,way_354
121.42773475000001,31.143917549999998,pitch,way_355
121.42269743069055,31.142288691679003,pitch,way_356
121.4211646,31.139706250000003,pitch,way_357
121.42141685000001,31.13910225,pitch,way_358
121.421294,31.139406200000003,pitch,way_359
121.42756106832606,31.14386431244189,pitch,way_360
121.4558094369433,31.17420828594967,water,way_361
121.45396878126041,31.173812333991723,residential,way_362
121.45584575832068,31.174529764000283,residential,way_363
121.47356159534522,31.208397877745178,commercial,way_364
121.3784511531924,31.16106976225916,residential,way_365
121.45312877205698,31.195349733503868,sports_centre,way_366
121.3692126927941,31.208104165585066,residential,way_367
121.36891281084446,31.204640756754344,residential,way_368
121.37025225956455,31.20689472458251,residential,way_369
121.41948201087715,31.200969637068425,construction,way_370
121.37815324995881,31.122740749884233,water,way_371
121.44656325,31.22323605,pitch,way_372
121.4490762540931,31.219633271838717,pitch,way_373
121.43412358684678,31.22515164468817,pitch,way_374
121.43124430000002,31.22756525,pitch,way_375
121.41837980419255,31.226905321328235,pitch,way_376
121.42630975,31.224092249999998,pitch,way_377
121.43368176623636,31.228562649516658,pitch,way_378
121.45431725,31.226956700000002,pitch,way_379
121.45669960922149,31.226355927943843,pitch,way_380
121.4134858071323,31.21210952118419,park,way_381
121.41267863382029,31.153897986368083,park,way_382
121.44984171269137,31.179707289705586,residential,way_383
121.4700499611143,31.192964987070532,park,way_384
121.47547285921644,31.198465609163268,commercial,way_385
121.44661200284423,31.15049118132075,residential,way_386
121.39304942113341,31.18650931058844,water,way_387
121.42919975841077,31.20238495493676,grass,way_388
121.40040874331746,31.202149242594814,water,way_389
121.40317866734388,31.204334989642454,construction,way_390
121.39723166683737,31.18748694042486,industrial,way_391
121.38170676309112,31.19416598975976,residential,way_392
121.391475650977,31.18859553134699,residential,way_393
121.38783876098503,31.185666010618753,water,way_394
121.387253697149,31.184796352024986,water,way_395
121.42798359897695,31.12496824700485,residential,way_396
121.43154761271641,31.141660413983903,sports_centre,way_397
121.4298518561685,31.141990963565142,sports_centre,way_398
121.43049659345297,31.14089904260424,sports_centre,way_399
121.42870016203173,31.14169329816656,pitch,way_400
121.4320810281842,31.141686864180027,pitch,way_401
121.433191010894,31.140547327587278,water,way_402
121.4312732544111,31.141204513707375,water,way_403
121.43332387055474,31.14280220899201,forest,way_404
121.46757486744478,31.223676180053488,park,way_405
121.45145036230385,31.195758637398793,construction,way_406
121.37104021054893,31.17646660158994,park,way_407
121.37219900944268,31.176878316082366,park,way_408
121.37025031407653,31.17608183329569,park,way_409
121.3998304707662,31.230454009346133,pitch,way_410
121.399460454533,31.22929924950426,grass,way_411
121.399443,31.229650299999992,grass,way_412
121.39948495,31.229512900000007,grass,way_413
121.39946509115339,31.229578421078322,grass,way_414
121.39935163662328,31.229879563324815,grass,way_415
121.40123830984099,31.23017992690312,scrub,way_416
121.40268048553519,31.23017092282082,water,way_417
121.40280480946863,31.22999195409721,grass,way_418
121.40270051257764,31.2283327290059,grass,way_419
121.40277618930962,31.228078039459344,grass,way_420
121.40066024319736,31.228467199726403,grass,way_421
121.40081148157898,31.229036055693093,forest,way_422
121.39997796603178,31.228940364331514,grass,way_423
121.40033224834383,31.228099257645756,grass,way_424
121.40019199486318,31.22823076822964,grass,way_425
121.40232951180609,31.229107094186777,scrub,way_426
121.39945172759774,31.22818073249275,grass,way_427
121.39929041178998,31.228694143450745,grass,way_428
121.39897259794907,31.228342285807962,forest,way_429
121.39959760000002,31.228435200000003,grass,way_430
121.39956569999998,31.228534550000003,grass,way_431
121.39975008477664,31.228159116619143,grass,way_432
121.39954691661826,31.228859475913406,grass,way_433
121.40284242450038,31.228536449498222,grass,way_434
121.40270283317913,31.228647722305862,grass,way_435
121.40288850615279,31.22875732067789,grass,way_436
121.40327801971976,31.228545825722495,grass,way_437
121.40335740349155,31.228200783389568,grass,way_438
121.39995751436845,31.227818227591833,grass,way_439
121.4000169322882,31.22761697836242,grass,way_440
121.40053607002238,31.22765583214576,grass,way_441
121.40041545167055,31.227703583301057,grass,way_442
121.40032454999998,31.227503900000002,grass,way_443
121.3998937182372,31.227406700890196,grass,way_444
121.40071578176283,31.22759219910981,grass,way_445
121.40061842342196,31.227570218268546,grass,way_446
121.40008921823717,31.22745080089019,grass,way_447
121.39969799168558,31.227362519173717,grass,way_448
121.40052045515206,31.227548117359806,grass,way_449
121.3997957817628,31.227384599109808,grass,way_450
121.40081392342196,31.22761431826854,grass,way_451
121.40042274484794,31.227526082640193,grass,way_452
121.39999110831442,31.227428680826275,grass,way_453
121.40091221823717,31.22763650089019,grass,way_454
121.40116920382502,31.227853407303584,grass,way_455
121.40521543960432,31.229905226588514,grass,way_456
121.40526656261346,31.229761904067924,grass,way_457
121.4033998415047,31.229596551501785,grass,way_458
121.40362407369993,31.229749032005024,forest,way_459
121.40180411258461,31.23001615318453,grass,way_460
121.4017435278853,31.229827373198734,grass,way_461
121.4041683,31.229508299999996,grass,way_462
121.40473714999999,31.229534850000004,grass,way_463
121.40501688885226,31.229622985999796,grass,way_464
121.40447164020003,31.22947555451858,grass,way_465
121.40424320000001,31.229526399999997,grass,way_466
121.40439510000002,31.229563600000002,grass,way_467
121.40493590000001,31.229697,grass,way_468
121.4048218,31.22984695,grass,way_469
121.40470950000001,31.22964065,grass,way_470
121.40490560000002,31.22981495,grass,way_471
121.40483989999998,31.2297985,grass,way_472
121.40431930000001,31.229545,grass,way_473
121.40447099999997,31.229582399999998,grass,way_474
121.40488520000001,31.229865349999997,grass,way_475
121.40463079999999,31.229621250000005,grass,way_476
121.4048659,31.229678,grass,way_477
121.40351761941315,31.229298691209195,grass,way_478
121.4042737426505,31.22945344041436,grass,way_479
121.40391922521673,31.229269376838232,forest,way_480
121.40500849999998,31.229714700000002,grass,way_481
121.40422984999998,31.229102949999998,grass,way_482
121.40409614999999,31.22949115,grass,way_483
121.4049505,31.229879699999998,grass,way_484
121.4047855,31.229659249999994,grass,way_485
121.4049686,31.229829349999996,grass,way_486
121.40455109999999,31.229601149999997,grass,way_487
121.40257735137538,31.228763262542543,grass,way_488
121.40260702128809,31.22893312092803,grass,way_489
121.4039456775092,31.228622612770586,water,way_490
121.40404291369386,31.228647960708305,grass,way_491
121.40384664107273,31.228598385071546,grass,way_492
121.40401495000002,31.228343900000006,grass,way_493
121.403040324545,31.228828903010882,grass,way_494
121.40213264268792,31.229848844543657,grass,way_495
121.40271500633936,31.22970859420874,forest,way_496
121.40201874364872,31.2295707504582,forest,way_497
121.40231177601564,31.2296467155722,forest,way_498
121.40249521564702,31.22989945042366,grass,way_499
121.43338009023736,31.190318436294486,park,way_500
121.40228664172504,31.22935857052416,grass,way_501
121.4022425,31.229273600000003,grass,way_502
121.40225525827493,31.229239729475832,grass,way_503
121.40231009182664,31.229290870505682,grass,way_504
121.40221904172505,31.22934127052416,grass,way_505
121.40223035827495,31.22930822947584,grass,way_506
121.40229794999999,31.229325499999995,grass,way_507
121.40232284172505,31.229256970524162,grass,way_508
121.40208877414709,31.22939065044005,grass,way_509
121.40251255017763,31.229348116213213,grass,way_510
121.40205417866177,31.22923348975869,grass,way_511
121.40237035442293,31.22946406440173,grass,way_512
121.40165854169126,31.229301681379255,forest,way_513
121.40258785,31.229223599999997,grass,way_514
121.40255795000002,31.22924935,grass,way_515
121.40252543332306,31.22927484966908,grass,way_516
121.40227544999998,31.228938850000002,grass,way_517
121.40277605835333,31.229189029252325,grass,way_518
121.40261615,31.229074400000002,grass,way_519
121.40269864999999,31.2291704,grass,way_520
121.40285385000001,31.229257200000003,grass,way_521
121.4020866,31.229134650000002,grass,way_522
121.40268365,31.2292163,grass,way_523
121.40303625,31.2293034,grass,way_524
121.40294500825354,31.229280129270048,grass,way_525
121.4030819,31.229314999999996,grass,way_526
121.4021015,31.2291795,grass,way_527
121.40234389999999,31.2289554,grass,way_528
121.40262494053376,31.229121577049014,grass,way_529
121.40280774999998,31.229246100000005,grass,way_530
121.40248064999999,31.2289888,grass,way_531
121.40206679999999,31.22908145,grass,way_532
121.40241215,31.228972000000002,grass,way_533
121.4027622,31.229234499999993,grass,way_534
121.4028991,31.229268599999994,grass,way_535
121.4025488,31.2290057,grass,way_536
121.40299055835332,31.22929172925232,grass,way_537
121.40260715,31.229024600000002,grass,way_538
121.4018443054521,31.228774037788284,forest,way_539
121.44936350954299,31.148658945998022,pitch,way_540
121.40087803978001,31.229529193454642,forest,way_541
121.40138296709047,31.227684037665846,forest,way_542
121.40079917838136,31.230054856542267,scrub,way_543
